"1000","Dole Ave/Cheddar Rd (Reservoir)","-37.7007748061772","145.018951051008"
"10001","Rex St/Taylors Rd (Kings Park)","-37.7269752097248","144.776152425766"
"10002","Yuille St/Centenary Ave (Melton)","-37.6761595024019","144.595789405033"
"10009","Gum Rd/Main Rd West (Albanvale)","-37.7414971143014","144.775899388911"
"1001","Lloyd Ave/Cheddar Rd (Reservoir)","-37.6991830099504","145.019685286526"
"10010","Kings Rd/Main Rd West (St Albans)","-37.7419455261211","144.78008474429"
"10011","Moffat St/Main Rd West (St Albans)","-37.7423246041254","144.783466504334"
"10012","Washington St/Main Rd West (St Albans)","-37.7427956612577","144.787912291551"
"10013","Kate St/Main Rd West (St Albans)","-37.7435693788456","144.79457341719"
"10014","Raleighs Rd/Centenary Ave (Melton)","-37.6753043554238","144.588776428553"
"10016","Melton Cemetery/O'Neills Rd (Melton)","-37.6749805118048","144.57825444305"
"10017","Emil Park/O'Neills Rd (Melton)","-37.678758947225","144.577507964115"
"10018","Reservoir Shopping Centre/Broadway (Reservoir)","-37.7170328672655","145.009884746992"
"10019","Northumberland Rd/Pascoe St (Pascoe Vale)","-37.7162864982437","144.934044111346"
"1002","Liston Ave/Cheddar Rd (Reservoir)","-37.6974477807633","145.021001731137"
"10020","Westbreen Primary School/Pascoe St (Pascoe Vale)","-37.7165528085794","144.936385017549"
"10021","Joffre Rd/Boundary Rd (Pascoe Vale)","-37.7169149244717","144.940084629272"
"10022","Kent Rd/Cumberland Rd (Pascoe Vale)","-37.72071084447","144.940195032027"
"10023","Warwick Rd/Cumberland Rd (Pascoe Vale)","-37.722202915925","144.93997217227"
"10025","Daley St/Cumberland Rd (Pascoe Vale)","-37.7250149221672","144.939474463651"
"10026","Pleasant St/Cumberland Rd (Pascoe Vale)","-37.7271175154048","144.939121187603"
"10027","Olive Gr/Cumberland Rd (Pascoe Vale)","-37.7292291137623","144.938767639076"
"10028","Gaffney St/Cumberland Rd (Pascoe Vale)","-37.7321654274956","144.938164255519"
"10029","Pardy St/Cumberland Rd (Pascoe Vale)","-37.7339285078031","144.937979179197"
"1003","Keon Pde/Dalton Rd (Thomastown)","-37.6950594448791","145.023140702111"
"10030","Eastgate St/Cumberland Rd (Pascoe Vale South)","-37.7355002469745","144.937674580612"
"10031","Bell St/Cumberland Rd (Pascoe Vale South)","-37.7376114386844","144.937298255855"
"10032","Balmoral Ave/Bell St (Pascoe Vale South)","-37.7387922621049","144.941952149155"
"10033","Royal Pde/Bell St (Pascoe Vale South)","-37.7394039365934","144.947053144257"
"10034","Davis St/Bell St (Coburg)","-37.7397931679278","144.950775896161"
"10035","Linsey St/Bell St (Coburg)","-37.7400860491951","144.953627538208"
"10036","Kelson St/Bell St (Coburg)","-37.7403257576615","144.956015392763"
"10037","Nelson St/Bell St (Coburg)","-37.7407178508375","144.959919735603"
"10038","Coburg Cemetery/Bell St (Preston)","-37.7431050613527","144.982369786281"
"10039","Tasman St/Bell St (Preston)","-37.7435479025322","144.985603482307"
"1004","Wood St/Dalton Rd (Thomastown)","-37.6920167090937","145.025489688512"
"10040","Gilbert Rd/Bell St (Preston)","-37.7439754420389","144.989529906549"
"10041","Erin St/Bell St (Preston)","-37.744276670307","144.992926395826"
"10042","Penola St/Bell St (Preston)","-37.7445532263212","144.995937718792"
"10043","Bell Railway Station/Bell St (Preston)","-37.7451615025891","145.002038395218"
"10044","Plenty Rd/Bell St (Preston)","-37.7454826745663","145.005037245052"
"10045","Panch Health Centre/Bell St (Preston)","-37.7458204493575","145.008489639719"
"10047","O'Keefe St/Bell St (Preston)","-37.746500144099","145.014588625825"
"10048","Liberty Pde/Bell St (Bellfield (3081))","-37.7494193991302","145.03714180246"
"10049","Oriel Rd/Bell St (Bellfield (3081))","-37.7497294939798","145.039528398869"
"1005","Settlement Rd/Dalton Rd (Thomastown)","-37.6882747069116","145.028061127922"
"10050","Plunkett St/Bell St (Bellfield (3081))","-37.7503134033601","145.042668235632"
"10051","Waterdale Rd/Bell St (Bellfield (3081))","-37.7510311957656","145.045191704589"
"10052","Gotha St/Bell St (Heidelberg Heights)","-37.7518945678626","145.047802197117"
"10053","Austin Repat MC/Bell St (Heidelberg Heights)","-37.7526760554424","145.049824690507"
"10054","Myrtle St/Bell St (Heidelberg Heights)","-37.7538407194312","145.052677103396"
"10055","Warringal SC/Cape St (Heidelberg)","-37.7555960155354","145.067330173759"
"10056","Heidelberg Primary School/Darebin St (Heidelberg)","-37.754558645788","145.069468363305"
"10057","Brown St/Rosanna Rd (Heidelberg)","-37.7521039802154","145.070360724665"
"10058","Reid St/Rosanna Rd (Heidelberg)","-37.7500108387656","145.07076694425"
"10059","St James Rd/Rosanna Rd (Heidelberg)","-37.7485734334233","145.071042616379"
"1006","Alison St/Dalton Rd (Thomastown)","-37.6840026164463","145.029115466715"
"10060","Station Rd/Rosanna Rd (Rosanna)","-37.7456973192162","145.071514514711"
"10061","Millicent St/Lower Plenty Rd (Rosanna)","-37.7404894756","145.069380008584"
"10062","Arden Cres/Lower Plenty Rd (Rosanna)","-37.7396741964054","145.070774326672"
"10063","Milford Gr/Lower Plenty Rd (Rosanna)","-37.7380353192582","145.073608478264"
"10064","Lyons St/Hyde St (Footscray)","-37.8081945992869","144.899738180696"
"10065","Harris St/Hyde St (Footscray)","-37.811153673353","144.898404849965"
"10066","Yarraville Gardens/Hyde St (Yarraville)","-37.8142694982512","144.897271427458"
"10067","Lennox St/Hyde St (Yarraville)","-37.8161102754912","144.896901122621"
"10068","Earsdon St/Hyde St (Yarraville)","-37.8182210603381","144.896511771936"
"10069","Little Hyde St/Hyde St (Yarraville)","-37.8198829085095","144.896214666035"
"1007","Buckingham Ct/Dalton Rd (Thomastown)","-37.6805518641366","145.02970572115"
"10070","Hyde St/Francis St (Yarraville)","-37.821786196943","144.895308580902"
"10071","Stephen St/Francis St (Yarraville)","-37.8214643928154","144.892432167386"
"10072","Hughes St/Francis St (Yarraville)","-37.821252530516","144.890665969073"
